GENDER_R,AGE_R,EARNHR,YRSQUAL,C_D05,C_Q09,D_Q03,D_Q05a2,D_Q09,J_Q02a,J_Q03b,J_Q04a
1,61,10.4,10,1,46,2,1979,1,1,1,1
1,32,12.14,14,1,9,1,2010,3,1,2,2
2,37,6.94,10,1,20,1,1996,1,1,2,1
2,36,13.39,15,1,11,2,1999,1,1,2,1
2,36,13.07,10,1,17,1,1995,1,1,0,1
1,34,,12,3,20,,,,2,0,1
2,56,,6,3,8,,,,2,3,1
1,25,7.85,10,1,6,1,2005,1,2,0,1
2,34,,10,3,14,,,,1,2,1
1,58,27.47,12,1,40,2,1978,1,1,1,1
2,40,,6,3,5,,,,1,1,1
1,43,25,21,1,10,2,2010,2,2,0,1
1,56,5.9,6,1,40,1,2009,1,1,3,1
2,36,9.25,15,1,13,1,2000,1,1,0,1
1,45,6.36,6,1,29,1,1989,2,2,0,1
2,41,6.94,10,1,3,2,2008,2,1,2,1
2,46,11.87,14,1,21,2,1990,6,2,2,1
1,59,,10,1,33,1,,,1,2,1
1,52,12.02,12,1,34,1,1982,1,1,2,1
2,60,,6,3,6,,,,1,2,1
1,31,,6,2,13,,,,2,0,1
1,44,5.01,10,1,26,1,2000,1,1,1,1
2,37,3.76,12,1,2,1,2009,2,1,5,2
2,56,,6,3,30,,,,1,2,1
2,49,14.8,15,1,25,2,1987,1,1,2,1
2,61,,6,3,16,,,,2,1,1
2,61,,6,3,6,,,,1,4,1
1,43,,6,2,29,,,,1,3,1
2,21,6.94,12,1,5,1,2011,2,2,0,1
1,43,8.67,10,1,22,1,2000,1,1,1,1
2,39,,10,2,9,,,,1,1,1
2,53,,14,3,16,,,,1,2,1
2,49,6.36,10,1,9,1,2001,1,1,3,1
2,47,8.67,14,1,20,2,1987,1,1,2,1
1,23,,6,3,7,,,,2,0,1
1,53,,6,3,17,,,,1,2,1
1,34,5.2,14,1,16,1,2008,1,1,2,2
2,65,,6,3,18,,,,1,3,1
2,64,,6,3,43,,,,1,4,1
2,53,,10,3,30,,,,1,2,1
2,43,5.62,12,1,26,1,1986,5,2,0,1
2,20,,10,3,1,,,,2,0,1
1,24,7.23,10,1,3,1,2011,2,2,0,1
2,33,5.04,12,1,8,1,2010,2,2,0,1
2,61,,6,3,20,,,,1,3,1
2,62,,6,3,11,,,,1,2,1
1,39,,10,1,22,1,,,1,1,1
1,46,,6,2,32,,,,1,2,1
2,54,,10,3,3,,,,1,1,1
1,36,6.94,6,1,8,1,2005,6,1,1,2
1,52,17.84,17,1,24,2,1984,1,1,2,1
2,39,4,6,1,10,1,2000,2,1,3,1
1,52,11.01,12,1,27,2,1987,1,1,1,1
2,44,,10,2,13,,,,1,2,1
2,36,5.78,6,1,20,1,2011,2,1,3,1
2,25,5.38,12,1,5,1,2006,1,2,0,1
1,39,27.38,17,1,13,2,1996,1,1,3,1
1,30,10.12,17,1,7,1,2003,1,1,0,1
2,44,,6,3,10,,,,1,2,1
1,55,,10,3,38,,,,1,1,1
1,39,8.31,14,1,23,1,2005,1,1,0,1
1,24,,15,2,1,,,,2,0,2
1,22,11.85,15,1,0,1,2010,4,2,0,1
2,49,6.6,10,1,11,1,2006,1,1,2,1
2,53,,6,3,2,,,,2,2,1
2,44,6.94,6,1,3,1,2011,3,1,3,1
2,38,9.63,14,1,10,1,2003,1,1,2,1
2,41,,12,3,12,,,,1,2,1
2,26,4.14,14,1,10,1,2006,1,1,0,1
2,53,20.81,17,1,27,2,1983,1,1,2,1
2,46,,12,1,12,1,,,1,2,1
1,33,5.83,6,1,7,1,2011,2,1,1,2
1,58,,6,3,31,,,,1,3,1
2,31,15.62,14,1,8,1,2006,2,1,0,2
2,19,2.7,6,1,2,1,2011,5,2,0,2
2,65,,6,3,48,,,,1,4,1
2,56,7.69,10,1,20,1,1989,1,1,3,1
1,36,23.12,17,1,11,2,2004,1,1,2,1
2,29,3.3,15,1,6,1,2007,1,1,0,1
1,46,23.39,12,1,25,1,1989,1,1,2,1
2,50,,10,3,9,,,,1,3,1
1,35,,10,2,10,,,,1,1,1
2,49,,6,3,12,,,,1,3,1
1,36,8,14,1,14,1,1997,1,1,2,1
1,27,,14,2,6,,,,2,0,1
1,32,5.78,6,1,14,1,1997,1,1,2,1
1,30,,6,2,4,,,,2,0,1
1,27,6.94,10,1,9,1,2007,1,1,1,1
2,35,3.85,10,1,12,1,2011,2,1,2,1
2,38,,6,3,14,,,,1,2,1
1,41,,6,3,20,,,,1,3,2
1,28,,14,1,10,1,,,1,0,1
1,29,10.68,17,1,4,1,2009,1,1,0,1
2,28,8.65,14,1,10,1,2001,1,2,0,1
1,26,9.83,10,1,10,1,2007,1,1,1,1
1,45,,14,3,25,,,,1,0,1
1,58,,10,3,33,,,,1,2,1
1,35,,10,2,15,,,,1,2,1
2,51,6,6,1,12,1,2005,6,2,3,1
2,30,7,14,1,6,1,2006,1,1,0,1
1,45,,6,2,18,,,,1,1,1
2,38,,15,2,7,,,,2,0,1
1,27,6.36,10,1,10,1,2011,2,2,0,1
2,47,4.01,10,1,30,1,1992,1,1,2,1
2,26,7.98,14,1,5,1,2006,1,2,0,1
1,26,6.36,14,1,4,1,2010,2,1,0,1
2,58,,10,3,35,,,,1,1,1
2,42,4.94,15,1,11,1,2011,2,2,2,1
1,30,8.44,10,1,10,1,2001,1,1,0,1
1,34,7.8,10,1,16,1,2005,1,1,2,1
2,56,,10,3,39,,,,2,0,1
2,37,,6,3,20,,,,1,1,1
1,52,,6,2,36,,,,1,2,1
2,56,,6,3,7,,,,1,2,1
2,51,14.42,21,1,25,3,2001,1,2,1,1
2,55,,10,1,41,1,,,1,2,1
1,29,,10,3,7,,,,2,0,1
2,44,4.34,14,1,14,1,2009,2,1,2,2
1,33,5.65,10,1,14,1,1998,1,1,0,1
1,63,,6,3,39,,,,1,6,1
2,62,,6,3,1,,,,1,2,1
1,44,11.56,10,1,7,1,2009,1,2,1,1
1,46,10.92,10,1,29,1,2008,1,2,0,1
2,39,,15,1,13,1,,,1,2,1
2,36,,12,1,16,1,,,1,2,1
1,50,,6,2,30,,,,2,0,1
1,35,9.25,6,1,17,1,2003,1,1,1,1
1,61,,6,1,45,1,,,2,0,1
1,20,,12,3,0,,,,2,0,1
1,65,,6,3,37,,,,1,2,1
1,48,,12,1,30,1,,,1,2,2
2,54,10.4,10,1,35,1,2009,1,2,2,1
1,20,,11,2,1,,,,2,0,1
2,58,14.45,21,1,35,2,1979,1,1,0,1
1,43,15.85,12,1,24,2,1989,1,2,2,1
2,28,,12,1,13,1,,,2,0,1
2,52,,6,2,39,,,,2,2,1
2,40,,10,3,8,,,,1,2,1
2,36,11.23,15,1,12,2,2007,2,1,0,1
1,49,23.12,12,1,28,1,1983,1,1,2,1
2,43,4.62,10,1,8,1,2008,2,2,2,2
2,37,10,15,1,18,1,2011,5,1,1,2
2,50,,10,2,21,,,,2,2,1
1,56,,10,3,38,,,,1,2,1
1,33,5.2,12,1,8,1,1996,1,1,1,2
2,59,,10,2,4,,,,1,3,1
1,65,,10,3,45,,,,1,1,1
2,31,9.83,12,1,10,1,2004,1,1,0,2
1,62,,10,3,38,,,,1,3,1
2,48,,6,2,10,,,,2,4,1
2,55,19.27,15,1,33,2,1978,1,1,2,1
2,30,,10,2,2,,,,2,2,2
1,41,16.83,14,1,15,1,1996,1,1,2,1
2,54,,12,1,33,1,,,1,2,1
2,33,,17,1,6,1,,,2,0,2
1,34,17.57,17,1,9,1,2002,1,2,0,1
2,20,,10,2,0,,,,2,0,1
2,44,,6,2,0,,,,1,3,1
2,33,11.83,17,1,10,1,2010,1,1,1,1
1,43,6.17,17,1,11,1,2010,1,1,3,1
1,53,,12,3,14,,,,1,1,1
1,43,24.97,17,1,18,2,1992,1,1,2,1
1,59,,6,3,44,,,,1,2,1
1,45,,14,2,25,,,,1,1,1
2,49,6.36,10,1,11,1,2007,2,1,2,1
2,37,8.16,10,1,15,1,2008,1,1,1,1
2,46,,17,1,14,,,,1,2,1
1,38,14.45,10,1,21,1,1990,1,1,1,1
1,38,6.94,10,1,23,1,2011,2,1,1,1
2,26,21.12,15,1,9,1,2010,1,2,0,1
1,40,8.09,10,1,22,1,2003,1,1,1,2
2,29,16.72,17,1,5,1,2006,1,2,0,1
1,46,11.56,17,1,18,1,2000,1,1,0,1
1,47,14.45,17,1,17,1,1995,1,1,0,1
2,35,9.62,15,1,12,1,2003,1,1,0,1
2,46,,14,3,1,,,,1,1,1
2,33,8.09,17,1,10,1,2010,1,1,0,2
1,22,,10,3,3,,,,2,0,1
1,29,8.67,11,1,6,1,2010,6,1,0,1
1,64,,6,3,47,,,,1,2,1
1,55,9.37,15,1,30,2,1982,1,1,1,1
2,29,4.16,10,1,13,1,2011,5,1,1,2
1,36,,12,2,18,,,,1,1,1
2,51,,17,2,30,,,,1,3,2
1,39,13.94,12,1,21,2,1990,1,1,1,1
2,48,,14,1,30,1,,,1,1,1
2,21,,11,3,1,,,,1,0,1
2,41,7.51,10,1,10,1,2004,1,1,1,1
2,27,4.62,14,1,4,1,2011,2,2,0,1
1,44,4.16,11,1,24,1,2007,1,1,2,2
1,59,,6,3,30,,,,1,1,1
2,55,,6,3,15,,,,1,2,1
1,48,,10,2,27,,,,1,2,1
1,48,18.75,15,1,25,2,1988,1,1,1,1
2,62,,10,3,22,,,,1,2,1
2,40,,12,2,20,,,,1,1,1
1,33,,10,3,10,,,,2,2,1
1,37,4.76,6,1,21,1,2008,2,1,0,1
1,48,,6,3,3,,,,1,2,1
1,23,6.94,10,1,5,2,2008,1,1,0,1
1,59,,12,3,5,,,,1,3,1
1,20,4.5,12,1,2,1,2011,2,2,0,1
2,63,,6,3,17,,,,1,3,1
2,47,,6,3,10,,,,1,2,1
2,28,9.63,17,1,7,2,2009,6,2,0,1
2,41,,10,2,4,,,,1,3,1
2,42,5.59,10,1,8,2,2011,2,1,2,1
2,54,,12,3,18,,,,1,0,1
1,27,,17,2,1,,,,2,0,1
1,58,,12,2,29,,,,2,2,2
1,54,,17,1,30,1,,,1,2,1
1,30,5.78,10,1,5,1,2007,2,2,0,1
2,62,,6,3,20,,,,2,0,1
2,61,,10,3,30,,,,1,2,1
2,45,,10,2,23,,,,1,1,1
1,48,,10,1,30,1,,,1,2,1
1,59,,6,1,48,1,,,1,1,1
2,28,4.56,12,1,11,1,2005,1,2,0,1
1,30,,6,3,14,,,,1,1,1
2,26,,15,1,4,1,,,2,0,1
2,35,26.01,10,1,5,1,2010,1,1,2,2
1,36,13.29,12,1,18,1,2001,1,1,0,1
1,18,,12,3,0,,,,2,0,1
2,31,5.51,15,1,5,1,2006,1,1,0,1
1,47,9.25,6,1,19,1,2010,2,2,0,1
1,47,,6,3,26,,,,2,0,1
1,30,,10,2,13,,,,2,1,1
2,42,7.51,12,1,22,1,1990,1,1,2,1
2,46,,6,3,15,,,,1,2,1
2,53,5.09,12,1,7,1,2006,1,2,2,1
1,61,,6,1,45,1,,,1,2,1
2,46,,15,1,18,1,,,1,2,2
2,30,,15,2,3,,,,2,0,1
1,65,,6,3,49,,,,1,3,1
1,34,,6,1,15,1,,,1,1,1
2,44,,6,3,16,,,,1,0,1
2,57,30.22,15,1,36,2,1975,1,1,2,1
1,36,,10,2,15,,,,1,2,2
1,39,,6,2,10,,,,2,3,1
1,24,,12,3,5,,,,2,0,1
2,60,,10,3,10,,,,1,2,1
1,28,,10,2,8,,,,1,0,1
2,46,,10,2,6,,,,1,2,1
1,57,,6,1,2,1,,,1,3,2
1,32,12.72,10,1,16,1,2008,1,1,2,1
1,30,,15,2,3,,,,2,0,1
2,41,,12,3,4,,,,1,3,1
2,35,8.67,12,1,17,1,1994,1,1,1,1
1,49,,10,2,30,,,,1,2,1
1,22,,12,3,2,,,,2,0,1
2,58,,10,3,7,,,,1,2,1
2,33,,15,2,5,,,,2,0,1
2,47,7.51,15,1,20,2,1994,1,1,0,1
1,36,7.71,14,1,13,1,2006,1,1,2,1
2,38,,14,3,8,,,,1,2,1
2,32,,12,3,15,,,,2,0,1
1,35,,17,1,7,1,,,1,0,1
2,48,6.23,10,1,16,1,2008,1,1,2,1
1,50,7.55,10,1,30,1,1991,1,2,1,1
1,46,,12,1,16,1,,,1,1,1
1,26,8.57,12,1,2,1,2010,2,2,0,1
2,40,7.27,14,1,13,2,2003,1,1,1,1
1,38,7.77,10,1,19,1,2011,2,1,2,1
1,55,8.67,10,1,39,1,1972,1,1,4,1
1,30,4.4,12,1,12,1,2006,1,2,0,1
1,27,8.09,10,1,10,1,2009,1,2,0,1
1,46,9.25,10,1,30,1,2001,1,1,1,1
1,48,86.71,14,1,25,1,2004,1,1,2,1
2,26,14.45,12,1,7,1,2003,5,2,0,1
2,38,6.94,10,1,16,1,2005,1,2,1,1
1,40,,6,3,20,,,,1,0,1
2,30,8.67,17,1,8,1,2011,3,1,0,1
1,40,,6,1,23,1,,,1,1,1
2,21,3.53,6,1,3,3,2008,2,2,0,1
2,30,4.62,6,1,6,1,2011,2,1,0,1
2,42,8,10,1,12,3,1999,5,1,6,2
2,32,,6,3,10,,,,1,1,1
2,42,7.27,12,1,9,1,2005,1,1,1,2
1,37,20.23,14,1,15,1,1998,1,1,1,1
1,42,,12,1,25,1,,,1,1,1
2,33,6.17,12,1,1,1,2010,1,1,2,1
2,21,,12,1,2,1,,,2,0,1
1,51,,6,3,4,,,,2,0,1
1,44,,10,1,24,1,,,1,2,1
1,39,5.78,12,1,21,1,2011,2,1,2,2
2,38,10.26,17,1,10,3,2004,1,1,3,1
1,52,,10,1,35,1,,,1,2,1
2,49,10.98,17,1,22,1,1992,1,2,0,1
1,50,,6,2,22,,,,1,3,1
1,42,,10,2,24,,,,1,2,2
1,31,,15,1,10,1,,,1,0,1
1,25,8.09,12,1,7,1,2006,1,2,0,1
2,55,,10,3,13,,,,1,1,1
1,60,,12,3,30,,,,1,1,1
2,27,22.02,15,1,2,2,2011,2,2,0,1
1,32,,10,1,16,1,,,1,3,1
1,27,,15,1,2,1,,,2,0,1
1,34,,15,1,16,1,,,2,0,1
2,37,,14,2,21,,,,1,2,1
2,49,13.99,15,1,27,2,1984,1,1,2,1
1,51,10.4,12,1,23,1,1989,1,1,2,1
1,63,,6,3,35,,,,1,2,1
2,45,9.74,15,1,22,2,1989,1,1,0,1
2,54,,10,1,38,1,,,1,2,1
2,36,16.03,15,1,12,2,1998,1,1,0,1
1,60,6.17,10,1,45,1,1978,1,1,2,1
1,46,13.01,14,1,27,2,1983,1,1,2,1
2,44,8.67,17,1,26,1,1985,1,1,2,1
2,45,14.45,15,1,23,2,1990,1,1,3,1
2,26,6.17,10,1,2,1,2007,4,1,1,2
1,25,,15,1,4,1,,,2,0,1
1,52,,6,3,15,,,,1,0,1
1,58,12.17,17,1,36,2,1975,1,1,3,1
1,29,,15,2,0,,,,2,0,1
2,33,4.62,6,1,11,1,2008,1,1,1,1
2,23,,14,2,1,,,,2,0,1
2,53,4.51,17,1,23,1,2011,3,1,1,2
2,37,,12,3,1,,,,1,2,1
1,45,11.54,17,1,14,2,1998,1,1,1,1
2,35,17.15,17,1,13,2,1999,1,1,2,1
2,49,,6,2,13,,,,2,0,1
2,19,2.02,6,1,2,1,2010,5,2,0,1
2,33,9.5,15,1,10,1,2007,1,2,0,1
1,55,,6,1,38,1,,,1,3,1
2,45,,15,2,3,,,,2,0,1
2,36,13.19,17,1,13,1,1998,1,1,2,1
2,38,11.06,17,1,4,2,2008,1,1,1,1
2,54,7.91,10,1,35,1,1991,1,1,3,1
2,34,,17,2,10,,,,2,0,1
1,26,,10,3,7,,,,2,0,1
1,33,10.74,12,1,12,1,2008,6,1,0,1
1,41,6.73,10,1,28,1,1990,1,1,2,1
2,39,,6,2,10,,,,2,2,1
1,56,,12,3,29,,,,2,2,1
1,23,,14,3,0,,,,2,0,1
2,49,,10,2,21,,,,1,1,1
1,48,,12,1,32,1,,,1,4,1
2,30,4.52,15,1,5,1,2010,4,2,0,1
1,25,,17,2,0,,,,2,0,1
1,51,13.87,12,1,29,2,1982,1,1,1,1
1,47,7.51,12,1,9,1,2002,1,2,0,1
1,56,,14,3,6,,,,1,1,1
1,37,,6,1,26,1,,,2,2,2
2,43,,10,3,5,,,,1,2,1
1,65,,6,3,42,,,,1,2,1
1,27,8.73,12,1,5,1,2011,2,1,0,1
2,41,12.02,14,1,15,1,2003,1,1,2,1
1,25,,10,2,2,,,,2,0,2
1,43,37.46,12,1,23,1,2002,1,1,3,1
1,21,7.4,14,1,1,1,2010,1,2,0,1
2,46,6.94,6,1,12,2,2011,2,2,3,1
2,49,,14,3,2,,,,1,0,1
1,34,11.54,17,1,10,1,2004,1,1,3,1
1,39,,14,1,14,1,,,1,1,1
2,39,10.4,15,1,17,1,1994,1,1,2,1
1,35,,10,3,20,,,,2,2,2
1,36,,12,2,18,,,,1,3,1
1,19,11.56,12,1,0,2,2009,2,2,0,1
1,60,17.07,15,1,35,2,1975,1,1,2,1
1,22,,10,1,6,1,,,2,0,1
1,57,,14,3,35,,,,1,3,1
1,56,15.21,12,1,38,1,1975,1,1,2,1
1,31,7.93,12,1,15,2,2006,1,2,0,1
2,23,,6,3,1,,,,1,0,1
1,35,,12,2,14,,,,1,1,2
2,49,8.59,14,1,16,2,2004,2,2,3,1
2,16,2.71,6,1,1,1,2011,4,2,0,1
1,48,,6,2,17,,,,1,1,1
1,41,,14,1,20,1,,,2,0,1
2,56,,10,3,2,,,,1,3,1
1,58,13.87,15,1,27,1,1986,1,2,0,1
2,46,6.5,12,1,16,1,2000,1,1,3,1
2,51,,10,2,20,,,,1,2,1
1,61,,6,3,47,,,,1,4,1
2,50,,10,3,18,,,,1,2,1
2,22,9.23,10,1,5,1,2009,1,1,0,2
2,27,10,15,1,0,1,2011,2,2,0,1
1,54,8.67,6,1,37,1,2008,1,1,2,1
1,51,15.95,12,1,31,1,1987,1,1,2,1
1,34,5.95,14,1,12,1,2009,1,2,2,2
1,28,7.51,10,1,10,1,2007,2,1,0,2
1,34,7.5,10,1,12,2,1999,1,1,2,1
2,47,5.78,10,1,11,1,2004,1,1,2,1
2,47,,10,1,18,1,,,1,2,1
2,36,8.65,17,1,11,1,2001,1,1,2,1
1,52,,6,2,1,,,,1,4,2
1,54,,6,1,30,1,,,2,0,1
1,29,,6,2,14,,,,2,0,1
1,35,10.4,6,1,14,1,1998,1,1,2,2
1,40,8.38,12,1,23,2,2000,1,1,2,1
1,48,12.5,17,1,20,2,1992,1,1,0,1
1,44,,15,1,17,1,,,1,1,1
2,58,11.01,17,1,22,2,1989,1,1,2,1
2,42,13.87,17,1,12,2,2005,1,1,1,1
1,43,12.43,17,1,17,1,2001,1,1,2,1
2,32,19.83,17,1,8,1,2007,1,1,1,1
1,30,,10,2,6,,,,2,0,1
1,40,,10,2,20,,,,2,1,2
2,21,4.43,10,1,5,1,2009,2,2,1,1
1,33,,12,3,11,,,,1,1,1
2,34,13.21,17,1,8,2,2000,1,1,1,1
2,37,,10,3,4,,,,1,1,1
2,50,12.14,17,1,27,2,1984,1,2,4,1
1,40,17.34,12,1,14,1,2010,1,1,2,1
2,42,33.33,17,1,6,1,2011,2,2,0,1
1,33,,6,2,5,,,,1,2,2
1,40,14.51,17,1,14,2,1999,1,1,0,1
2,27,5.19,10,1,8,2,2009,2,1,0,1
1,56,24.97,17,1,30,2,1992,1,1,3,1
2,44,,10,3,17,,,,1,2,1
2,40,4.11,12,1,9,1,2003,1,1,2,1
1,41,20.23,15,1,16,1,1998,1,2,0,1
1,56,,17,3,31,,,,1,1,1
2,45,5.78,12,1,9,1,1997,1,2,2,2
2,46,4.62,12,1,11,1,2000,1,1,2,2
1,17,,12,3,1,,,,2,0,1
2,28,10.36,15,1,5,1,2008,1,2,0,1
1,45,7.51,6,1,19,1,2010,1,2,1,1
1,54,12.5,10,1,39,1,1981,1,1,2,1
1,47,,10,1,27,1,,,1,2,1
1,46,,10,1,30,1,,,2,0,1
2,37,,12,3,10,,,,1,1,2
1,42,27.75,14,1,23,1,1990,1,1,2,1
2,23,6.73,10,1,5,1,2006,1,2,0,1
1,23,6.94,10,1,2,1,2009,1,2,0,1
1,31,10.58,15,1,9,1,2010,2,2,0,1
2,61,8.92,6,1,43,2,2008,2,2,0,1
1,43,10.38,12,1,23,1,2001,1,1,1,2
1,44,14.45,17,1,22,1,1998,1,1,4,1
1,60,8.09,14,1,40,1,2009,1,1,3,1
1,18,3.47,6,1,1,1,2011,2,2,0,1
1,33,,6,1,17,1,,,1,2,1
2,29,6.4,6,1,5,1,2007,5,2,0,2
2,33,,17,1,6,1,,,1,1,1
1,33,11.54,17,1,10,1,2004,1,1,0,1
2,34,,10,3,9,,,,1,2,1
2,28,,15,2,7,,,,2,0,1
2,43,5.2,14,1,16,1,2009,1,1,1,1
2,49,9.25,14,1,30,1,1984,1,1,2,1
1,32,8.79,10,1,12,1,2003,1,1,0,1
1,56,,6,2,25,,,,2,0,1
1,39,,10,2,20,,,,1,2,2
2,34,4.37,14,1,15,2,2010,1,2,2,1
2,21,,10,2,1,,,,2,0,1
1,43,,10,1,13,1,,,1,2,1
2,55,,6,3,6,,,,1,2,1
2,27,7.23,14,1,3,1,2007,1,1,0,1
1,45,14.45,15,1,13,1,2005,1,1,1,1
2,51,7.51,10,1,34,1,1986,1,1,2,1
2,25,3.85,10,1,3,1,2003,2,1,1,1
1,28,,17,1,2,1,,,2,0,1
2,35,4.35,14,1,5,1,2010,1,1,2,1
1,41,9.7,15,1,17,2,1993,1,1,1,1
1,49,,6,2,5,,,,1,2,2
1,40,15.38,14,1,13,1,2006,1,1,1,1
1,54,,10,3,10,,,,2,0,1
2,48,,15,3,16,,,,1,2,1
2,45,,14,1,15,1,,,2,0,1
2,34,,10,2,11,,,,1,2,1
1,65,,10,3,40,,,,1,6,1
1,26,5.78,14,1,5,1,2010,1,2,0,1
1,47,20,12,1,24,2,1987,1,1,2,1
2,57,17.04,15,1,37,2,1974,1,1,2,1
1,19,7,12,1,4,1,2011,5,2,0,1
1,36,6.89,12,1,4,1,2006,1,1,0,1
1,20,2.29,6,1,2,1,2010,5,2,0,1
1,37,,10,2,5,,,,1,2,1
2,32,6.94,12,1,13,1,2011,2,2,0,1
2,44,12.02,6,1,14,1,2003,1,2,2,2
1,53,,6,2,25,,,,2,0,1
2,31,9.63,14,1,9,1,2011,2,2,0,1
1,41,5.09,6,1,25,1,2009,1,1,0,1
2,46,,12,3,1,,,,1,2,1
2,39,7.51,12,1,15,1,1998,1,1,1,1
1,32,,12,3,10,,,,1,1,1
2,43,5.78,10,1,20,1,2007,1,2,3,2
2,33,11,15,1,1,1,2007,5,2,0,1
1,42,5.85,6,1,19,1,2007,1,2,0,1
2,38,,12,2,21,,,,1,1,1
1,43,,14,1,23,1,,,1,3,1
2,32,7.06,6,1,16,1,2005,1,1,2,1
1,26,,10,3,3,,,,2,0,1
1,28,,6,2,1,,,,1,2,2
1,42,14.13,17,1,14,2,1999,5,1,0,1
2,35,6.17,6,1,11,2,1999,1,2,2,1
1,44,5.83,6,1,21,1,2004,2,1,0,1
1,59,,10,3,35,,,,1,1,1
2,59,6.36,10,1,34,1,2001,1,1,1,2
1,59,6.61,6,1,30,2,1981,5,1,3,1
1,53,,6,2,33,,,,1,2,1
2,62,,6,3,20,,,,1,2,1
1,58,,6,1,40,1,,,2,2,1
1,37,12.98,17,1,11,1,2009,1,1,0,1
2,27,7.71,17,1,3,1,2008,1,1,0,1
1,39,,12,1,20,1,,,1,0,2
1,63,,17,2,27,,,,2,2,2
1,42,19.23,14,1,21,1,1994,1,1,2,1
2,25,5.49,6,1,9,1,2009,2,1,0,1
1,56,18.75,12,1,35,2,1972,1,1,4,1
1,32,5.09,10,1,14,1,1997,1,1,2,1
2,37,,12,3,8,,,,1,0,1
2,40,,17,1,16,1,,,1,2,1
2,44,,17,2,2,,,,1,1,1
2,35,6.94,12,1,3,1,2009,1,2,2,2
2,48,15.41,17,1,26,1,1985,1,1,2,1
1,38,4.95,10,1,16,1,2006,1,1,3,2
2,31,5.78,12,1,10,1,2002,1,1,3,2
2,46,,10,3,15,,,,1,3,2
1,42,,10,3,22,,,,2,0,1
1,37,8.67,14,1,23,1,2001,1,1,1,1
1,33,3.75,14,1,10,1,2001,1,1,1,1
1,49,43.96,17,1,27,2,2005,6,1,2,1
2,37,,12,3,10,,,,1,1,2
2,61,,6,3,10,,,,1,3,1
1,29,7.75,14,1,13,2,2000,1,2,0,1
1,59,11.56,6,1,23,1,2010,6,1,3,1
1,60,,10,3,46,,,,1,4,1
2,60,11.01,10,1,19,1,1999,1,1,3,1
2,55,6.94,12,1,30,1,2006,1,2,1,1
1,58,5.65,6,1,22,1,2000,1,1,2,1
1,33,,6,1,17,1,,,1,1,1
1,27,11.23,15,1,6,2,2007,3,2,0,1
1,44,,14,1,24,1,,,2,1,1
1,44,,10,3,26,,,,1,2,1
2,51,,6,1,30,1,,,1,2,1
2,55,,6,3,1,,,,1,2,1
1,48,16.6,14,1,28,1,2000,1,1,1,2
1,59,,14,1,37,1,,,1,2,1
1,60,,17,3,28,,,,1,1,1
1,60,5.78,6,1,30,1,2004,2,1,2,2
2,28,8.67,17,1,4,1,2008,2,1,0,1
1,34,,10,2,13,,,,1,1,1
2,50,15.62,15,1,25,2,1986,1,1,2,1
1,49,,10,3,11,,,,2,0,1
2,50,6.61,10,1,12,1,1996,1,1,2,1
1,48,4.89,6,1,26,1,1988,1,1,2,1
2,45,8.59,10,1,15,2,1998,6,2,2,1
1,42,,10,1,24,1,,,1,2,1
2,32,3.08,10,1,15,1,2008,1,2,2,2
1,54,6.07,10,1,35,1,1981,1,1,2,1
2,40,,10,2,19,,,,1,2,1
1,58,,10,1,35,1,,,1,2,1
1,45,6.94,6,1,23,1,1987,1,1,2,1
1,48,13.36,17,1,22,2,1996,1,1,2,1
2,43,13.75,15,1,20,1,1991,1,1,2,1
1,31,8.75,12,1,7,1,2008,5,2,0,1
2,50,11.56,15,1,14,1,2004,1,1,2,1
1,41,6.08,10,1,10,1,2011,2,1,3,1
1,28,5.12,12,1,5,1,2006,1,1,0,1
2,45,6.47,15,1,15,1,2011,1,1,8,1
1,37,5.69,12,1,9,1,2003,1,1,1,1
2,18,,10,1,1,1,,,2,0,2
1,41,,6,1,22,1,,,1,1,1
2,49,10,12,1,3,1,2011,5,2,2,1
2,36,,17,3,7,,,,1,1,1
2,37,,14,2,14,,,,1,2,1
2,58,,10,3,40,,,,1,2,1
2,43,16.18,10,1,22,2,2011,2,1,1,1
2,35,,10,1,16,1,,,1,2,1
1,38,8.09,10,1,22,1,1989,1,1,1,1
1,63,,6,3,48,,,,1,2,1
2,34,4.62,12,1,4,2,2007,2,1,1,2
1,43,,10,1,23,1,,,1,2,1
2,55,,6,2,4,,,,1,2,1
1,59,,10,3,40,,,,1,2,1
2,65,,12,3,37,,,,1,4,1
1,29,6.06,10,1,9,1,2010,1,2,0,1
1,20,6.94,10,1,0,1,2011,2,2,0,1
1,36,,17,2,9,,,,2,0,1
2,48,,6,3,7,,,,1,5,2
1,20,,10,2,4,,,,2,0,1
1,36,,6,2,19,,,,2,0,1
2,60,,6,3,10,,,,2,2,2
1,25,,12,2,2,,,,1,0,1
1,30,,14,3,8,,,,2,0,2
2,36,9.25,15,1,11,1,2010,1,1,2,1
2,64,,10,3,6,,,,1,1,1
2,52,,12,1,30,1,,,1,0,1
1,18,,6,2,1,,,,2,0,1
2,35,,12,2,11,,,,1,1,1
1,24,,10,3,3,,,,2,0,1
2,35,7.4,14,1,10,3,1998,6,1,2,1
2,52,,6,3,33,,,,2,2,1
1,44,5.78,10,1,25,1,2008,1,1,2,2
2,57,18.17,17,1,32,2,1979,1,1,0,1
2,27,,15,2,1,,,,2,0,1
2,39,10.34,17,1,14,2,1995,1,1,1,1
